Oberon Prime Systems Blueprint,Rare (4.00%)
Akstiletto Prime Receiver,Uncommon (13.00%)
Galatine Prime Handle,Uncommon (13.00%)
Euphona Prime Blueprint,Uncommon (23.33%)
Paris Prime Blueprint,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Axi O1 Relic (Flawless),
Oberon Prime Systems Blueprint,Rare (6.00%)
Akstiletto Prime Receiver,Uncommon (17.00%)
Galatine Prime Handle,Uncommon (17.00%)
Euphona Prime Blueprint,Uncommon (20.00%)
Paris Prime Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Axi O1 Relic (Radiant),
Oberon Prime Systems Blueprint,Uncommon (10.00%)
Akstiletto Prime Receiver,Uncommon (20.00%)
Galatine Prime Handle,Uncommon (20.00%)
Euphona Prime Blueprint,Uncommon (16.67%)
Paris Prime Blueprint,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Axi O2 Relic (Intact),
Oberon Prime Systems Blueprint,Rare (2.00%)
Tiberon Prime Blueprint,Uncommon (11.00%)
Helios Prime Systems,Uncommon (11.00%)
Galatine Prime Blade,Uncommon (25.33%)
Paris Prime String,Uncommon (25.33%)
Fang Prime Blade,Uncommon (25.33%)
,
Axi O2 Relic (Exceptional),
Oberon Prime Systems Blueprint,Rare (4.00%)
Tiberon Prime Blueprint,Uncommon (13.00%)
Helios Prime Systems,Uncommon (13.00%)
Galatine Prime Blade,Uncommon (23.33%)
Paris Prime String,Uncommon (23.33%)
Fang Prime Blade,Uncommon (23.33%)
,
Axi O2 Relic (Flawless),
Oberon Prime Systems Blueprint,Rare (6.00%)
Tiberon Prime Blueprint,Uncommon (17.00%)
Helios Prime Systems,Uncommon (17.00%)
Galatine Prime Blade,Uncommon (20.00%)
Paris Prime String,Uncommon (20.00%)
Fang Prime Blade,Uncommon (20.00%)
,
Axi O2 Relic (Radiant),
Oberon Prime Systems Blueprint,Uncommon (10.00%)
Tiberon Prime Blueprint,Uncommon (20.00%)
Helios Prime Systems,Uncommon (20.00%)
Galatine Prime Blade,Uncommon (16.67%)
Paris Prime String,Uncommon (16.67%)
Fang Prime Blade,Uncommon (16.67%)
,
Axi R1 Relic (Intact),
Rhino Prime Blueprint,Rare (2.00%)
Dakra Prime Blueprint,Uncommon (11.00%)
Ankyros Prime Blade,Uncommon (11.00%)
Boltor Prime Stock,Uncommon (25.33%)
Mag Prime Systems Blueprint,Uncommon (25.33%)
Boar Prime Receiver,Uncommon (25.33%)
,
Axi R1 Relic (Exceptional),
Rhino Prime Blueprint,Rare (4.00%)
Dakra Prime Blueprint,Uncommon (13.00%)
Ankyros Prime Blade,Uncommon (13.00%)
Boltor Prime Stock,Uncommon (23.33%)
Mag Prime Systems Blueprint,Uncommon (23.33%)
Boar Prime Receiver,Uncommon (23.33%)
,
Axi R1 Relic (Flawless),
Rhino Prime Blueprint,Rare (6.00%)
Dakra Prime Blueprint,Uncommon (17.00%)
Ankyros Prime Blade,Uncommon (17.00%)
Boltor Prime Stock,Uncommon (20.00%)
Mag Prime Systems Blueprint,Uncommon (20.00%)
Boar Prime Receiver,Uncommon (20.00%)
,
Axi R1 Relic (Radiant),
Rhino Prime Blueprint,Uncommon (10.00%)
Dakra Prime Blueprint,Uncommon (20.00%)
Ankyros Prime Blade,Uncommon (20.00%)
Boltor Prime Stock,Uncommon (16.67%)
Mag Prime Systems Blueprint,Uncommon (16.67%)
Boar Prime Receiver,Uncommon (16.67%)
,
Axi S1 Relic (Intact),
Forma Blueprint,Uncommon (25.33%)
Bronco Prime Receiver,Uncommon (25.33%)
Akbronco Prime Link,Uncommon (11.00%)
Bronco Prime Blueprint,Uncommon (25.33%)
Scindo Prime Blade,Rare (2.00%)
Trinity Prime Blueprint,Uncommon (11.00%)
,
Axi S1 Relic (Exceptional),
Forma Blueprint,Uncommon (23.33%)
Bronco Prime Receiver,Uncommon (23.33%)
Akbronco Prime Link,Uncommon (13.00%)
Bronco Prime Blueprint,Uncommon (23.33%)
Scindo Prime Blade,Rare (4.00%)
Trinity Prime Blueprint,Uncommon (13.00%)
,
Axi S1 Relic (Flawless),
Forma Blueprint,Uncommon (20.00%)
Bronco Prime Receiver,Uncommon (20.00%)
Akbronco Prime Link,Uncommon (17.00%)
Bronco Prime Blueprint,Uncommon (20.00%)
Scindo Prime Blade,Rare (6.00%)
Trinity Prime Blueprint,Uncommon (17.00%)
,
Axi S1 Relic (Radiant),
Forma Blueprint,Uncommon (16.67%)
Bronco Prime Receiver,Uncommon (16.67%)
Akbronco Prime Link,Uncommon (20.00%)
Bronco Prime Blueprint,Uncommon (16.67%)
Scindo Prime Blade,Uncommon (10.00%)
Trinity Prime Blueprint,Uncommon (20.00%)
,
Axi S2 Relic (Intact),
Sicarus Prime Receiver,Rare (2.00%)
Forma Blueprint,Uncommon (11.00%)
Ember Prime Systems Blueprint,Uncommon (11.00%)
Wyrm Prime Blueprint,Uncommon (25.33%)
Loki Prime Blueprint,Uncommon (25.33%)
Latron Prime Receiver,Uncommon (25.33%)
,
Axi S2 Relic (Exceptional),
Sicarus Prime Receiver,Rare (4.00%)
Forma Blueprint,Uncommon (13.00%)
Ember Prime Systems Blueprint,Uncommon (13.00%)
Wyrm Prime Blueprint,Uncommon (23.33%)
Loki Prime Blueprint,Uncommon (23.33%)
Latron Prime Receiver,Uncommon (23.33%)
,
Axi S2 Relic (Flawless),
Sicarus Prime Receiver,Rare (6.00%)
Forma Blueprint,Uncommon (17.00%)
Ember Prime Systems Blueprint,Uncommon (17.00%)
Wyrm Prime Blueprint,Uncommon (20.00%)
Loki Prime Blueprint,Uncommon (20.00%)
Latron Prime Receiver,Uncommon (20.00%)
,
Axi S2 Relic (Radiant),
Sicarus Prime Receiver,Uncommon (10.00%)
Forma Blueprint,Uncommon (20.00%)
Ember Prime Systems Blueprint,Uncommon (20.00%)
Wyrm Prime Blueprint,Uncommon (16.67%)
Loki Prime Blueprint,Uncommon (16.67%)
Latron Prime Receiver,Uncommon (16.67%)
,
Axi T1 Relic (Intact),
Tigris Prime Blueprint,Rare (2.00%)
Akstiletto Prime Receiver,Uncommon (11.00%)
Burston Prime Barrel,Uncommon (11.00%)
Vectis Prime Barrel,Uncommon (25.33%)
Odonata Prime Harness Blueprint,Uncommon (25.33%)
Saryn Prime Systems Blueprint,Uncommon (25.33%)
,
Axi T1 Relic (Exceptional),
Tigris Prime Blueprint,Rare (4.00%)
Akstiletto Prime Receiver,Uncommon (13.00%)
Burston Prime Barrel,Uncommon (13.00%)
Vectis Prime Barrel,Uncommon (23.33%)
Odonata Prime Harness Blueprint,Uncommon (23.33%)
Saryn Prime Systems Blueprint,Uncommon (23.33%)
,
Axi T1 Relic (Flawless),
Tigris Prime Blueprint,Rare (6.00%)
Akstiletto Prime Receiver,Uncommon (17.00%)
Burston Prime Barrel,Uncommon (17.00%)
Vectis Prime Barrel,Uncommon (20.00%)
Odonata Prime Harness Blueprint,Uncommon (20.00%)
Saryn Prime Systems Blueprint,Uncommon (20.00%)
,
Axi T1 Relic (Radiant),
Tigris Prime Blueprint,Uncommon (10.00%)
Akstiletto Prime Receiver,Uncommon (20.00%)
Burston Prime Barrel,Uncommon (20.00%)
Vectis Prime Barrel,Uncommon (16.67%)
Odonata Prime Harness Blueprint,Uncommon (16.67%)
Saryn Prime Systems Blueprint,Uncommon (16.67%)
,
Axi V1 Relic (Intact),
Odonata Prime Systems Blueprint,Uncommon (25.33%)
Vauban Prime Chassis Blueprint,Rare (2.00%)
Carrier Prime Systems,Uncommon (25.33%)
Dual Kamas Prime Blueprint,Uncommon (25.33%)
Volt Prime Neuroptics Blueprint,Uncommon (11.00%)
Forma Blueprint,Uncommon (11.00%)
,
Axi V1 Relic (Exceptional),
Odonata Prime Systems Blueprint,Uncommon (23.33%)
Vauban Prime Chassis Blueprint,Rare (4.00%)
Carrier Prime Systems,Uncommon (23.33%)
Dual Kamas Prime Blueprint,Uncommon (23.33%)
Volt Prime Neuroptics Blueprint,Uncommon (13.00%)
Forma Blueprint,Uncommon (13.00%)
,
Axi V1 Relic (Flawless),
Odonata Prime Systems Blueprint,Uncommon (20.00%)
Vauban Prime Chassis Blueprint,Rare (6.00%)
Carrier Prime Systems,Uncommon (20.00%)
Dual Kamas Prime Blueprint,Uncommon (20.00%)
Volt Prime Neuroptics Blueprint,Uncommon (17.00%)
Forma Blueprint,Uncommon (17.00%)
,
Axi V1 Relic (Radiant),
Odonata Prime Systems Blueprint,Uncommon (16.67%)
Vauban Prime Chassis Blueprint,Uncommon (10.00%)
Carrier Prime Systems,Uncommon (16.67%)
Dual Kamas Prime Blueprint,Uncommon (16.67%)
Volt Prime Neuroptics Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Axi V2 Relic (Intact),
Vectis Prime Stock,Rare (2.00%)
Hikou Prime Pouch,Uncommon (25.33%)
Braton Prime Receiver,Uncommon (11.00%)
Trinity Prime Systems Blueprint,Uncommon (25.33%)
Mag Prime Neuroptics Blueprint,Uncommon (25.33%)
Boar Prime Barrel,Uncommon (11.00%)
,
Axi V2 Relic (Exceptional),
Vectis Prime Stock,Rare (4.00%)
Hikou Prime Pouch,Uncommon (23.33%)
Braton Prime Receiver,Uncommon (13.00%)
Trinity Prime Systems Blueprint,Uncommon (23.33%)
Mag Prime Neuroptics Blueprint,Uncommon (23.33%)
Boar Prime Barrel,Uncommon (13.00%)
,
Axi V2 Relic (Flawless),
Vectis Prime Stock,Rare (6.00%)
Hikou Prime Pouch,Uncommon (20.00%)
Braton Prime Receiver,Uncommon (17.00%)
Trinity Prime Systems Blueprint,Uncommon (20.00%)
Mag Prime Neuroptics Blueprint,Uncommon (20.00%)
Boar Prime Barrel,Uncommon (17.00%)
,
Axi V2 Relic (Radiant),
Vectis Prime Stock,Uncommon (10.00%)
Hikou Prime Pouch,Uncommon (16.67%)
Braton Prime Receiver,Uncommon (20.00%)
Trinity Prime Systems Blueprint,Uncommon (16.67%)
Mag Prime Neuroptics Blueprint,Uncommon (16.67%)
Boar Prime Barrel,Uncommon (20.00%)
,
Axi V3 Relic (Intact),
Vectis Prime Stock,Rare (2.00%)
Orthos Prime Blueprint,Uncommon (11.00%)
Braton Prime Receiver,Uncommon (11.00%)
Trinity Prime Neuroptics Blueprint,Uncommon (25.33%)
Vasto Prime Barrel,Uncommon (25.33%)
Trinity Prime Systems Blueprint,Uncommon (25.33%)
,
Axi V3 Relic (Exceptional),
Vectis Prime Stock,Rare (4.00%)
Orthos Prime Blueprint,Uncommon (13.00%)
Braton Prime Receiver,Uncommon (13.00%)
Trinity Prime Neuroptics Blueprint,Uncommon (23.33%)
Vasto Prime Barrel,Uncommon (23.33%)
Trinity Prime Systems Blueprint,Uncommon (23.33%)
,
Axi V3 Relic (Flawless),
Vectis Prime Stock,Rare (6.00%)
Orthos Prime Blueprint,Uncommon (17.00%)
Braton Prime Receiver,Uncommon (17.00%)
Trinity Prime Neuroptics Blueprint,Uncommon (20.00%)
Vasto Prime Barrel,Uncommon (20.00%)
Trinity Prime Systems Blueprint,Uncommon (20.00%)
,
Axi V3 Relic (Radiant),
Vectis Prime Stock,Uncommon (10.00%)
Orthos Prime Blueprint,Uncommon (20.00%)
Braton Prime Receiver,Uncommon (20.00%)
Trinity Prime Neuroptics Blueprint,Uncommon (16.67%)
Vasto Prime Barrel,Uncommon (16.67%)
Trinity Prime Systems Blueprint,Uncommon (16.67%)
,
Axi V4 Relic (Intact),
Vectis Prime Stock,Rare (2.00%)
Cernos Prime Blueprint,Uncommon (11.00%)
Forma Blueprint,Uncommon (11.00%)
Paris Prime Blueprint,Uncommon (25.33%)
Trinity Prime Systems Blueprint,Uncommon (25.33%)
Odonata Prime Harness Blueprint,Uncommon (25.33%)
,
Axi V4 Relic (Exceptional),
Vectis Prime Stock,Rare (4.00%)
Cernos Prime Blueprint,Uncommon (13.00%)
Forma Blueprint,Uncommon (13.00%)
Paris Prime Blueprint,Uncommon (23.33%)
Trinity Prime Systems Blueprint,Uncommon (23.33%)
Odonata Prime Harness Blueprint,Uncommon (23.33%)
,
Axi V4 Relic (Flawless),
Vectis Prime Stock,Rare (6.00%)
Cernos Prime Blueprint,Uncommon (17.00%)
Forma Blueprint,Uncommon (17.00%)
Paris Prime Blueprint,Uncommon (20.00%)
Trinity Prime Systems Blueprint,Uncommon (20.00%)
Odonata Prime Harness Blueprint,Uncommon (20.00%)
,
Axi V4 Relic (Radiant),
Vectis Prime Stock,Uncommon (10.00%)
Cernos Prime Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Paris Prime Blueprint,Uncommon (16.67%)
Trinity Prime Systems Blueprint,Uncommon (16.67%)
Odonata Prime Harness Blueprint,Uncommon (16.67%)
,
Axi V5 Relic (Intact),
Valkyr Prime Chassis Blueprint,Rare (2.00%)
Braton Prime Receiver,Uncommon (11.00%)
Tigris Prime Receiver,Uncommon (11.00%)
Venka Prime Blades,Uncommon (25.33%)
Dual Kamas Prime Blueprint,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Axi V5 Relic (Exceptional),
Valkyr Prime Chassis Blueprint,Rare (4.00%)
Braton Prime Receiver,Uncommon (13.00%)
Tigris Prime Receiver,Uncommon (13.00%)
Venka Prime Blades,Uncommon (23.33%)
Dual Kamas Prime Blueprint,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Axi V5 Relic (Flawless),
Valkyr Prime Chassis Blueprint,Rare (6.00%)
Braton Prime Receiver,Uncommon (17.00%)
Tigris Prime Receiver,Uncommon (17.00%)
Venka Prime Blades,Uncommon (20.00%)
Dual Kamas Prime Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Axi V5 Relic (Radiant),
Valkyr Prime Chassis Blueprint,Uncommon (10.00%)
Braton Prime Receiver,Uncommon (20.00%)
Tigris Prime Receiver,Uncommon (20.00%)
Venka Prime Blades,Uncommon (16.67%)
Dual Kamas Prime Blueprint,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Axi V6 Relic (Intact),
Valkyr Prime Chassis Blueprint,Rare (2.00%)
Fang Prime Handle,Uncommon (11.00%)
Galatine Prime Handle,Uncommon (11.00%)
Braton Prime Blueprint,Uncommon (25.33%)
Ballistica Prime Lower Limb,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Axi V6 Relic (Exceptional),
Valkyr Prime Chassis Blueprint,Rare (4.00%)
Fang Prime Handle,Uncommon (13.00%)
Galatine Prime Handle,Uncommon (13.00%)
Braton Prime Blueprint,Uncommon (23.33%)
Ballistica Prime Lower Limb,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Axi V6 Relic (Flawless),
Valkyr Prime Chassis Blueprint,Rare (6.00%)
Fang Prime Handle,Uncommon (17.00%)
Galatine Prime Handle,Uncommon (17.00%)
Braton Prime Blueprint,Uncommon (20.00%)
Ballistica Prime Lower Limb,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Axi V6 Relic (Radiant),
Valkyr Prime Chassis Blueprint,Uncommon (10.00%)
Fang Prime Handle,Uncommon (20.00%)
Galatine Prime Handle,Uncommon (20.00%)
Braton Prime Blueprint,Uncommon (16.67%)
Ballistica Prime Lower Limb,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Axi V7 Relic (Intact),
Venka Prime Gauntlet,Rare (2.00%)
Kogake Prime Blueprint,Uncommon (11.00%)
Silva & Aegis Prime Blueprint,Uncommon (11.00%)
Nami Skyla Prime Blueprint,Uncommon (25.33%)
Lex Prime Barrel,Uncommon (25.33%)
Valkyr Prime Blueprint,Uncommon (25.33%)
,
Axi V7 Relic (Exceptional),
Venka Prime Gauntlet,Rare (4.00%)
Kogake Prime Blueprint,Uncommon (13.00%)
Silva & Aegis Prime Blueprint,Uncommon (13.00%)
Nami Skyla Prime Blueprint,Uncommon (23.33%)
Lex Prime Barrel,Uncommon (23.33%)
Valkyr Prime Blueprint,Uncommon (23.33%)
,
Axi V7 Relic (Flawless),
Venka Prime Gauntlet,Rare (6.00%)
Kogake Prime Blueprint,Uncommon (17.00%)
Silva & Aegis Prime Blueprint,Uncommon (17.00%)
Nami Skyla Prime Blueprint,Uncommon (20.00%)
Lex Prime Barrel,Uncommon (20.00%)
Valkyr Prime Blueprint,Uncommon (20.00%)
,
Axi V7 Relic (Radiant),
Venka Prime Gauntlet,Uncommon (10.00%)
Kogake Prime Blueprint,Uncommon (20.00%)
Silva & Aegis Prime Blueprint,Uncommon (20.00%)
Nami Skyla Prime Blueprint,Uncommon (16.67%)
Lex Prime Barrel,Uncommon (16.67%)
Valkyr Prime Blueprint,Uncommon (16.67%)
,
Axi V8 Relic (Intact),
Volt Prime Neuroptics Blueprint,Rare (2.00%)
Volt Prime Chassis Blueprint,Uncommon (11.00%)
Odonata Prime Blueprint,Uncommon (11.00%)
Odonata Prime Systems Blueprint,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
Lex Prime Receiver,Uncommon (25.33%)
,
Axi V8 Relic (Exceptional),
Volt Prime Neuroptics Blueprint,Rare (4.00%)
Volt Prime Chassis Blueprint,Uncommon (13.00%)
Odonata Prime Blueprint,Uncommon (13.00%)
Odonata Prime Systems Blueprint,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
Lex Prime Receiver,Uncommon (23.33%)
,
Axi V8 Relic (Flawless),
Volt Prime Neuroptics Blueprint,Rare (6.00%)
Volt Prime Chassis Blueprint,Uncommon (17.00%)
Odonata Prime Blueprint,Uncommon (17.00%)
Odonata Prime Systems Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Lex Prime Receiver,Uncommon (20.00%)
,
Axi V8 Relic (Radiant),
Volt Prime Neuroptics Blueprint,Uncommon (10.00%)
Volt Prime Chassis Blueprint,Uncommon (20.00%)
Odonata Prime Blueprint,Uncommon (20.00%)
Odonata Prime Systems Blueprint,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
Lex Prime Receiver,Uncommon (16.67%)
,
Lith A1 Relic (Intact),
Saryn Prime Neuroptics Blueprint,Uncommon (11.00%)
Vectis Prime Blueprint,Uncommon (11.00%)
Braton Prime Barrel,Uncommon (25.33%)
Akstiletto Prime Blueprint,Rare (2.00%)
Forma Blueprint,Uncommon (25.33%)
Vasto Prime Receiver,Uncommon (25.33%)
,
Lith A1 Relic (Exceptional),
Saryn Prime Neuroptics Blueprint,Uncommon (13.00%)
Vectis Prime Blueprint,Uncommon (13.00%)
Braton Prime Barrel,Uncommon (23.33%)
Akstiletto Prime Blueprint,Rare (4.00%)
Forma Blueprint,Uncommon (23.33%)
Vasto Prime Receiver,Uncommon (23.33%)
,
Lith A1 Relic (Flawless),
Saryn Prime Neuroptics Blueprint,Uncommon (17.00%)
Vectis Prime Blueprint,Uncommon (17.00%)
Braton Prime Barrel,Uncommon (20.00%)
Akstiletto Prime Blueprint,Rare (6.00%)
Forma Blueprint,Uncommon (20.00%)
Vasto Prime Receiver,Uncommon (20.00%)
,
Lith A1 Relic (Radiant),
Saryn Prime Neuroptics Blueprint,Uncommon (20.00%)
Vectis Prime Blueprint,Uncommon (20.00%)
Braton Prime Barrel,Uncommon (16.67%)
Akstiletto Prime Blueprint,Uncommon (10.00%)
Forma Blueprint,Uncommon (16.67%)
Vasto Prime Receiver,Uncommon (16.67%)
,
Lith A2 Relic (Intact),
Akstiletto Prime Blueprint,Rare (2.00%)
Akbronco Prime Link,Uncommon (11.00%)
Cernos Prime Blueprint,Uncommon (11.00%)
Lex Prime Barrel,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
Valkyr Prime Blueprint,Uncommon (25.33%)
,
Lith A2 Relic (Exceptional),
Akstiletto Prime Blueprint,Rare (4.00%)
Akbronco Prime Link,Uncommon (13.00%)
Cernos Prime Blueprint,Uncommon (13.00%)
Lex Prime Barrel,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
Valkyr Prime Blueprint,Uncommon (23.33%)
,
Lith A2 Relic (Flawless),
Akstiletto Prime Blueprint,Rare (6.00%)
Akbronco Prime Link,Uncommon (17.00%)
Cernos Prime Blueprint,Uncommon (17.00%)
Lex Prime Barrel,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Valkyr Prime Blueprint,Uncommon (20.00%)
,
Lith A2 Relic (Radiant),
Akstiletto Prime Blueprint,Uncommon (10.00%)
Akbronco Prime Link,Uncommon (20.00%)
Cernos Prime Blueprint,Uncommon (20.00%)
Lex Prime Barrel,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
Valkyr Prime Blueprint,Uncommon (16.67%)
,
Lith B1 Relic (Intact),
Boar Prime Stock,Rare (2.00%)
Rhino Prime Neuroptics Blueprint,Uncommon (11.00%)
Boltor Prime Receiver,Uncommon (11.00%)
Mag Prime Neuroptics Blueprint,Uncommon (25.33%)
Ankyros Prime Blueprint,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Lith B1 Relic (Exceptional),
Boar Prime Stock,Rare (4.00%)
Rhino Prime Neuroptics Blueprint,Uncommon (13.00%)
Boltor Prime Receiver,Uncommon (13.00%)
Mag Prime Neuroptics Blueprint,Uncommon (23.33%)
Ankyros Prime Blueprint,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Lith B1 Relic (Flawless),
Boar Prime Stock,Rare (6.00%)
Rhino Prime Neuroptics Blueprint,Uncommon (17.00%)
Boltor Prime Receiver,Uncommon (17.00%)
Mag Prime Neuroptics Blueprint,Uncommon (20.00%)
Ankyros Prime Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Lith B1 Relic (Radiant),
Boar Prime Stock,Uncommon (10.00%)
Rhino Prime Neuroptics Blueprint,Uncommon (20.00%)
Boltor Prime Receiver,Uncommon (20.00%)
Mag Prime Neuroptics Blueprint,Uncommon (16.67%)
Ankyros Prime Blueprint,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Lith B2 Relic (Intact),
Ballistica Prime Blueprint,Rare (2.00%)
Orthos Prime Blade,Uncommon (11.00%)
Braton Prime Receiver,Uncommon (11.00%)
Paris Prime Lower Limb,Uncommon (25.33%)
Tigris Prime Stock,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Lith B2 Relic (Exceptional),
Ballistica Prime Blueprint,Rare (4.00%)
Orthos Prime Blade,Uncommon (13.00%)
Braton Prime Receiver,Uncommon (13.00%)
Paris Prime Lower Limb,Uncommon (23.33%)
Tigris Prime Stock,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Lith B2 Relic (Flawless),
Ballistica Prime Blueprint,Rare (6.00%)
Orthos Prime Blade,Uncommon (17.00%)
Braton Prime Receiver,Uncommon (17.00%)
Paris Prime Lower Limb,Uncommon (20.00%)
Tigris Prime Stock,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Lith B2 Relic (Radiant),
Ballistica Prime Blueprint,Uncommon (10.00%)
Orthos Prime Blade,Uncommon (20.00%)
Braton Prime Receiver,Uncommon (20.00%)
Paris Prime Lower Limb,Uncommon (16.67%)
Tigris Prime Stock,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Lith C1 Relic (Intact),
Carrier Prime Cerebrum,Rare (2.00%)
Kavasa Prime Band,Uncommon (11.00%)
Forma Blueprint,Uncommon (11.00%)
Fang Prime Blade,Uncommon (25.33%)
Nova Prime Neuroptics Blueprint,Uncommon (25.33%)
Nova Prime Systems Blueprint,Uncommon (25.33%)
,
Lith C1 Relic (Exceptional),
Carrier Prime Cerebrum,Rare (4.00%)
Kavasa Prime Band,Uncommon (13.00%)
Forma Blueprint,Uncommon (13.00%)
Fang Prime Blade,Uncommon (23.33%)
Nova Prime Neuroptics Blueprint,Uncommon (23.33%)
Nova Prime Systems Blueprint,Uncommon (23.33%)
,
Lith C1 Relic (Flawless),
Carrier Prime Cerebrum,Rare (6.00%)
Kavasa Prime Band,Uncommon (17.00%)
Forma Blueprint,Uncommon (17.00%)
Fang Prime Blade,Uncommon (20.00%)
Nova Prime Neuroptics Blueprint,Uncommon (20.00%)
Nova Prime Systems Blueprint,Uncommon (20.00%)
,
Lith C1 Relic (Radiant),
Carrier Prime Cerebrum,Uncommon (10.00%)
Kavasa Prime Band,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Fang Prime Blade,Uncommon (16.67%)
Nova Prime Neuroptics Blueprint,Uncommon (16.67%)
Nova Prime Systems Blueprint,Uncommon (16.67%)
,
Lith C2 Relic (Intact),
Cernos Prime Lower Limb,Rare (2.00%)
Nami Skyla Prime Handle,Uncommon (11.00%)
Akbolto Prime Barrel,Uncommon (11.00%)
Venka Prime Blades,Uncommon (25.33%)
Paris Prime Upper Limb,Uncommon (25.33%)
Bronco Prime Receiver,Uncommon (25.33%)
,
Lith C2 Relic (Exceptional),
Cernos Prime Lower Limb,Rare (4.00%)
Nami Skyla Prime Handle,Uncommon (13.00%)
Akbolto Prime Barrel,Uncommon (13.00%)
Venka Prime Blades,Uncommon (23.33%)
Paris Prime Upper Limb,Uncommon (23.33%)
Bronco Prime Receiver,Uncommon (23.33%)
,
Lith C2 Relic (Flawless),
Cernos Prime Lower Limb,Rare (6.00%)
Nami Skyla Prime Handle,Uncommon (17.00%)
Akbolto Prime Barrel,Uncommon (17.00%)
Venka Prime Blades,Uncommon (20.00%)
Paris Prime Upper Limb,Uncommon (20.00%)
Bronco Prime Receiver,Uncommon (20.00%)
,
Lith C2 Relic (Radiant),
Cernos Prime Lower Limb,Uncommon (10.00%)
Nami Skyla Prime Handle,Uncommon (20.00%)
Akbolto Prime Barrel,Uncommon (20.00%)
Venka Prime Blades,Uncommon (16.67%)
Paris Prime Upper Limb,Uncommon (16.67%)
Bronco Prime Receiver,Uncommon (16.67%)
,
Lith F1 Relic (Intact),
Scindo Prime Blueprint,Uncommon (11.00%)
Fragor Prime Blueprint,Rare (2.00%)
Forma Blueprint,Uncommon (25.33%)
Odonata Prime Blueprint,Uncommon (11.00%)
Paris Prime Blueprint,Uncommon (25.33%)
Fang Prime Blade,Uncommon (25.33%)
,
Lith F1 Relic (Exceptional),
Scindo Prime Blueprint,Uncommon (13.00%)
Fragor Prime Blueprint,Rare (4.00%)
Forma Blueprint,Uncommon (23.33%)
Odonata Prime Blueprint,Uncommon (13.00%)
Paris Prime Blueprint,Uncommon (23.33%)
Fang Prime Blade,Uncommon (23.33%)
,
Lith F1 Relic (Flawless),
Scindo Prime Blueprint,Uncommon (17.00%)
Fragor Prime Blueprint,Rare (6.00%)
Forma Blueprint,Uncommon (20.00%)
Odonata Prime Blueprint,Uncommon (17.00%)
Paris Prime Blueprint,Uncommon (20.00%)
Fang Prime Blade,Uncommon (20.00%)
,
Lith F1 Relic (Radiant),
Scindo Prime Blueprint,Uncommon (20.00%)
Fragor Prime Blueprint,Uncommon (10.00%)
Forma Blueprint,Uncommon (16.67%)
Odonata Prime Blueprint,Uncommon (20.00%)
Paris Prime Blueprint,Uncommon (16.67%)
Fang Prime Blade,Uncommon (16.67%)
,
Lith F2 Relic (Intact),
Odonata Prime Systems Blueprint,Uncommon (25.33%)
Hikou Prime Stars,Uncommon (25.33%)
Paris Prime Upper Limb,Uncommon (25.33%)
Burston Prime Barrel,Uncommon (11.00%)
Vauban Prime Blueprint,Rare (2.00%)
Fang Prime Handle,Uncommon (11.00%)
,
Lith F2 Relic (Exceptional),
Odonata Prime Systems Blueprint,Uncommon (23.33%)
Hikou Prime Stars,Uncommon (23.33%)
Paris Prime Upper Limb,Uncommon (23.33%)
Burston Prime Barrel,Uncommon (13.00%)
